1669765265,1,17.81,18.81,4.35,-22
1669765368,0,17.81,18.87,4.36,-22
1669765452,0,17.75,18.94,4.36,-22
1669766272,0,18.06,18.81,4.36,-48
1669766726,0,3.81,7.62,4.36,-71
1669767180,0,3.75,7.50,4.36,-72
1669767634,0,3.69,7.44,4.36,-71
1669768088,0,3.62,7.37,4.36,-71
1669768542,0,3.56,7.25,4.36,-71
1669768996,0,3.56,7.19,4.36,-72
1669769450,0,3.50,7.12,4.36,-70
1669769904,0,3.44,7.00,4.36,-70
1669770358,0,3.44,6.94,4.37,-70
1669770812,0,3.44,6.87,4.36,-70
1669771266,0,3.37,6.81,4.36,-71
1669771720,0,3.31,6.75,4.37,-71
1669772174,0,3.31,6.69,4.36,-71
1669772628,0,3.31,6.62,4.36,-71
1669773082,0,3.31,6.62,4.36,-71
1669773536,0,3.25,6.56,4.36,-70
1669773990,0,3.25,6.50,4.36,-69
1669774444,0,3.25,6.44,4.37,-71
1669774898,0,3.25,6.44,4.37,-71
1669775352,0,3.25,6.37,4.37,-71
1669776260,0,3.25,6.25,4.37,-71
1669776714,0,3.25,6.25,4.37,-70
1669777168,0,3.25,6.19,4.37,-71
1669777622,0,3.25,6.12,4.38,-71
1669778076,0,3.19,6.12,4.36,-70
1669778530,0,3.19,6.06,4.37,-70
1669778984,0,3.12,6.06,4.37,-71
1669779438,0,3.12,6.00,4.36,-71
1669779892,0,3.06,5.94,4.37,-70
1669780346,0,3.00,5.87,4.38,-70
1669780800,0,3.00,5.81,4.37,-70
1669781254,0,2.94,5.81,4.36,-71
1669781708,0,2.87,5.75,4.37,-71
1669782162,0,2.87,5.69,4.37,-70
1669782616,0,2.81,5.62,4.37,-70
1669783070,0,2.81,5.56,4.37,-71
1669783524,0,2.75,5.50,4.36,-70
1669783978,0,2.75,5.44,4.37,-71
1669784432,0,2.69,5.37,4.37,-71
1669784886,0,2.62,5.37,4.37,-71
1669785340,0,2.62,5.31,4.37,-71
1669785794,0,2.62,5.25,4.37,-71
1669786248,0,2.62,5.25,4.37,-70
1669786702,0,2.62,5.19,4.37,-71
1669787156,0,2.62,5.19,4.37,-71
1669787610,0,2.62,5.12,4.36,-71
1669788064,0,2.69,5.12,4.37,-72
1669788518,0,2.69,5.12,4.36,-71
1669788972,0,2.69,5.06,4.37,-71
1669789444,0,2.69,5.06,4.36,-71
1669789880,0,2.69,5.06,4.37,-71
1669790334,0,2.69,5.06,4.36,-71
1669790788,0,2.69,5.06,4.36,-71
1669791242,0,2.69,5.06,4.36,-70
1669791696,0,2.75,5.06,4.36,-71
1669792150,0,2.75,5.06,4.36,-71
1669792604,0,2.75,5.06,4.36,-72
1669793058,0,2.75,5.00,4.37,-71
1669793512,0,2.75,5.00,4.37,-71
1669793966,0,2.81,5.00,4.36,-71
1669794420,0,2.81,5.00,4.36,-71
1669794874,0,2.81,5.00,4.37,-71
1669795328,0,2.81,5.00,4.36,-71
1669795782,0,2.81,5.00,4.36,-71
1669796236,0,2.87,5.00,4.37,-71
1669796690,0,2.87,5.00,4.37,-70
1669797144,0,2.87,5.00,4.36,-71
1669797598,0,2.87,5.00,4.36,-71
1669798052,0,2.94,5.00,4.37,-71
1669798506,0,2.87,5.00,4.37,-71
1669798960,0,2.94,5.00,4.36,-71
1669799414,0,2.94,5.00,4.36,-72
1669799868,0,2.94,5.00,4.37,-71
1669800322,0,3.00,5.00,4.36,-71
1669800776,0,3.00,5.00,4.36,-72
1669801230,0,3.00,5.00,4.36,-71
1669801684,0,3.00,5.00,4.37,-71
1669802138,0,3.00,5.00,4.36,-71
1669802592,0,3.00,5.00,4.36,-71
1669802928,790933033,14313993.00,0.00,-0.00,-94
1669803046,0,3.06,5.00,4.36,-71
1669803500,0,3.06,5.00,4.36,-71
1669803954,0,3.06,5.00,4.36,-71
1669804408,0,3.06,5.00,4.36,-71
1669804862,0,3.06,5.00,4.36,-71
1669805316,0,3.12,5.00,4.36,-71
1669805770,0,3.12,5.00,4.36,-71
1669806224,0,3.12,5.00,4.36,-71
1669806678,0,3.12,5.00,4.36,-71
1669807132,0,3.12,5.00,4.36,-72
1669807586,0,3.12,5.00,4.36,-71
1669808040,0,3.19,5.00,4.36,-71
1669808494,0,3.19,5.00,4.36,-71
1669808948,0,3.19,5.00,4.36,-71
1669809402,0,3.25,5.00,4.36,-71
1669809856,0,3.25,5.00,4.36,-72
1669810310,0,3.25,5.06,4.36,-71
1669810764,0,3.25,5.06,4.36,-71
1669811218,0,3.31,5.06,4.36,-71
1669811672,0,3.31,5.06,4.36,-71
1669812126,0,3.37,5.06,4.36,-71
1669812580,0,3.37,5.12,4.36,-71
1669813034,0,3.37,5.12,4.36,-73
1669813488,0,3.44,5.12,4.36,-73
1669813942,0,3.44,5.19,4.36,-72
1669814396,0,3.50,5.19,4.36,-73
1669814850,0,3.56,5.19,4.36,-73
1669815304,0,3.56,5.25,4.36,-70
1669815758,0,3.62,5.25,4.36,-72
1669816212,0,3.69,5.31,4.36,-72
1669816666,0,3.69,5.37,4.36,-71
1669817120,0,3.75,5.37,4.36,-71
1669817574,0,3.81,5.44,4.36,-72
1669818028,0,3.87,5.50,4.36,-72
1669818482,0,3.94,5.56,4.36,-71
1669818936,0,4.00,5.56,4.36,-72
1669819390,0,4.00,5.62,4.36,-71
1669819844,0,4.06,5.69,4.36,-73
1669820298,0,4.12,5.75,4.36,-72
1669820752,0,4.25,5.81,4.36,-72
1669821206,0,4.31,5.94,4.36,-73
1669821660,0,4.37,6.00,4.36,-72
1669822114,0,4.44,6.06,4.36,-72
1669822568,0,4.56,6.19,4.36,-72
1669823022,0,4.62,6.31,4.36,-72
1669823476,0,4.69,6.37,4.36,-72
1669823930,0,4.75,6.50,4.36,-71
1669824384,0,4.81,6.62,4.36,-72
1669824838,0,4.94,6.69,4.36,-72
1669825292,0,5.00,6.81,4.36,-72
1669825746,0,5.06,6.94,4.36,-72
1669826200,0,5.12,7.00,4.36,-72
1669826654,0,5.19,7.12,4.36,-72
1669827108,0,5.25,7.19,4.36,-73
1669827562,0,5.37,7.31,4.36,-72
1669828016,0,5.44,7.37,4.35,-73
1669828470,0,5.50,7.50,4.36,-73
1669828924,0,5.56,7.56,4.36,-72
1669829378,0,5.62,7.62,4.36,-73
1669829832,0,5.69,7.75,4.36,-73
1669830286,0,5.75,7.81,4.35,-73
1669830740,0,5.81,7.87,4.35,-72
1669831194,0,5.94,8.00,4.35,-72
1669831648,0,6.00,8.06,4.35,-72
1669832101,0,6.06,8.13,4.35,-73
1669832555,0,6.12,8.19,4.35,-72
1669833009,0,6.19,8.25,4.36,-73
1669833463,0,6.25,8.31,4.35,-74
1669833917,0,6.31,8.38,4.35,-74
1669834371,0,6.31,8.38,4.35,-74
1669834825,0,6.37,8.44,4.35,-74
1669835279,0,6.44,8.44,4.35,-73
1669835733,0,6.44,8.50,4.35,-73
1669836187,0,6.50,8.50,4.35,-75
